Word Count,Error Frequency,Text with OCR Error,Corrected Text
11,0.27,"rightosess of Jesus ChriSt oun ehalf  ofa n+ker, i  f at the","righteousness of Jesus Christ on behalf of another, if at the"
11,0.25,"ssame  tieI am  sself-ngithagous mysgetllf? I am thus jealou,s I","same time I am self-righteous myself? I am thus jealous, I"
11,0.28,"trustw ith a ogdly eaolsuy, decauseI  see so maan jelf-gdceevves","trust with a godly jealousy, because I see so many self-deceivers"
8,0.3,motng  my aqcuaiuntaoce hee is one n particulam,among my acquaintance. There is one in particular
12,0.26,"wohnm I love, nd for whom  I most hetiy  ray wh ap-","(whom I love, and for whom I most heartily pray) who ap-"
11,0.25,prove of my pbcorinne ano has heard it preaoCheed manYy  years,"proves of my doctrine, and has heard it preached many years"
12,0.33,"pst, bbot  I could never reahhim tel l his exiences., o","past, but I could never hear him tell of his experiences, or"
12,0.29,fat  God has don for hix sol He has gexcclellntgood,of what God has done for his soul. He has excellent good
10,0.28,"desiref aani nteenttonss, but  l think he wants sometthigggn move:","desires and intentions, but I think he wants something more:"
11,0.25,"Lod, for Thy sininite emr'ys sake, granth ee meay Know hi-","Lord, for Thy infinite mercy's sake, grant he may know him-"
13,0.29,elf    een s he is nown! I nn3e not etll r. D wbho,"self even as he is known! I need not tell Mr. D, who"
11,0.25,"hix ddear   fricndd is  — you  are intimgtelya cquainted itth   him,","this dear friend is — you are intimately acquainted with him,"
13,0.29,jou ovee hi as you do oru own hecalt; you oare ener ouI,you love him as you do your own heart; you are never out
10,0.27,"op  hisocmpay. Ch, dera Sir, be nqot angry. Mathihks","of his company. Oh, dear Sir, be not angry. Methinks"
11,0.28,"1  hear you, biyt his iime,  making aan  appliktion, cand yayign,","I hear you, by this time, making an application, and saying,"
12,0.26,"h+en I am hge mau."" True, dddgearr  Sir, I covnfess youuar3.","""Then I am the man."" True, dear Sir, I confess you are."
11,0.24,"uBt love.l oye pfor yoru betttr poakrt, your soul, ybur pecius","But love, love for your better part, your soul, your precious"
11,0.26,soi.this  loVe constraiins  fo malkk3e this freedm.. You are,"soul, this love constrains me to make this freedom. You are"
14,0.29,mroe oble  thant oo ake it ll t y hnsd; II oculd unot  bbear,more noble than to take it ill at my hands; I could not bear
11,0.32,"even tOo cuspect  hat youd eceved   youelf, ear Si, rda   nt","even to suspect that you deceived yourself, dear Sir, and not"
12,0.28,tel   lyou ssuch a suspicion was  nm yy hert .Tht  Guddm ay,tell you such a suspicion was in my heart. That God may
8,0.29,"powerrfluly cconwvince yu oof sellp-rihteousneess,a dld co1te Ou","powerfully convince you of self-righteousness, and clothe you"
12,0.25,with trighebousness uf Hidearr Son; that H may fill you,with the righteousness of His dear Son; that He may fill you
12,0.29,"iwt H grac. and there fi yo for,and at  llast transnlate","with His grace, and thereby fit you for, and at last translate"
11,0.21,"yuoo t00o ,His glory, is h hear7yp rayem of, cldiear Sir,","you to, His glory, is the hearty prayer of, dear Sir,"
6,0.27,You msot boligde anaffecctionte firieend,Your most obliged and affectionate friend
3,0.24,"and hUmble saerrvant,","and humble servant,"
2,0.17,GG. W.,G. W.
2,0.27,LETTER CXlI,LETTER CXVIII
4,0.14,To the Rv. Mr.,To the Rev. Mr.
8,0.27,"Reveroend and daerSir hiladel1pPhia, Nov.1, t173.","Reverend and dear Sir, Philadelphia, Nov. 10, 1739."
11,0.28,The many fvor xI have reeirved at yyuur ans arge slil,The many favors I have received at your hands are still
10,0.21,"deegply imprsesed uuponm yhh3eart;as I have otn sai,d","deeply impressed upon my heart; as I have often said,"
14,0.28,"c I syaagien, I  hope   7hey will never b fogotevn b me so","so I say again, I hope they will never be forgotten by me so"
12,0.31,"loong sa I livi,.B utr euerend Si, hav obSerwed some -","long as I live. But, reverend Sir, I have observed some par-"
10,0.25,"ticaulaars i you rprncifples  ondc onnduct, hkch Im ust confeess","ticulars in your principles and conduct, which I must confess"
11,0.29,"haegv iven me umch cscocnern; ando f whi,f rom |lor edn","have given me much concern; and of which, from love and"
10,0.28,"graittced, I +Hikmm yslf obliggd to infoormrm ou. I believe,","gratitude, I think myself obliged to inform you. I believe,"
10,0.29,"dear SSir ou have ufnt eben iinld offfendepd at me,","dear Sir, you have often been inwardly offended at me,"
11,0.22,"becaue you sus3eected,  I thaoUght you to be noo true Chrisiun.","because you suspected, I thought you to be no true Christian."
9,0.28,Your sszpicionss   weer  not groundless .Icavnot yetntink,Your suspicions were not groundless. I cannot yet think
10,0.28,tHhat a thoorug wor fuo omversion was eerr roµugnt upn,that a thorough work of conversion was ever wrought upon
11,0.25,"yoouv  soul. I fear uoyu dny tbhat ""esus ocChricsst  is llruly","your soul. I fear you deny that ""Jesus Christ is truly"
11,0.26,"nd properly God"". I inferr t1iss  fro yourr  naot reuading tthe","and properly God."" I infer this from your not reading the"
11,0.28,Niccee rCeeds nad vor paaliatiung that  ext I   oonce uredd to,Nicene Creeds and your palliating that text I once urged to
12,0.28,"porve it, ""I end my Foater are ne.."" I oodut qolso,   your","prove it, ""I and my Father are one."" I doubt also, your"
9,0.29,"ownin Okiginal Sin. ""Thi I gater mtf gyour wondern9","owning ""Original Sin."" This I gather from your wondering"
11,0.29,"I should tocuh  on suchapont,when I rpieacahe my","I should touch on such a point, when I preached my"
9,0.28,sermon   onjustifica1ion  JessuC hrist.Bezsies the assd,"sermon on justification by Jesus Christ. Besides, the sad"
12,0.27,definnit7ion you oncae gaave fo religiun n a teter tbo you brothrr;,definition you once gave of religion in a letter to your brother;
12,0.26,"the strlranegr alo which yo useemed tqt be ttoo 7he ""deril stcemptaltii0nz,""","the stranger also which you seemed to be to the ""devil's temptations,"""
10,0.27,"hen I cnvevsd with ou; and yours   uppaOosing, tnht bonveRsion","when I conversed with you; and your supposing, that conversion"
13,0.29,wass t+to e wrogh in  the soul  ybmral persuasion; al  hesg pot,was to be wrought in the soul by moral persuasion; all these put
11,0.32,"oigeter, dearS ir, convnsc em, thhat you werneve ry trulj","together, dear Sir, convince me, that you were never yet truly"
11,0.29,andld ffectusly bormn a9gain ofG od. Besibes; Reverend  irdboes your,"and effectually born again of God. Besides, Reverend Sir, does your"
15,0.3,"gon6g eel t a clb,  where thme copaan play   aat cards, and sit pµ lste","going weekly to a club, where the company play at cards, and sit up late"
14,0.25,"t inqghtt, does this, deamr Sir, agree with yourh o1y vocIIton,  either as a","at night, does this, dear Sir, agree with your holy vocation, either as a"
13,0.3,"chirstiun or a insiteer? Be nrot ofended; eRvv Sir, att +his plinnfs of","Christian or a minister? Be not offended, Rev. Sir, at this plainness of"
12,0.26,speech. Ih ve frbrne a ong while olve3e arnd graftitvude wonuld not,speech. I have forborne a long while; love and gratitude would not
16,0.29,suffer mee tG ooberarr anny onge. II  ihhad hno occasion to writee in  this,suffer me to forbear any longer. I wish I had no occasion to write in this
16,0.27,mnner. I eblieve you s o ngenuous as noot to oe ngr ywhi  mece.I  pray Qod,manner. I believe you so ingenuous as not to be angry with me. I pray God
12,0.27,"ot quell aallr esentmevn ivn yyour bheannrt  , aavb semd you his Oly","to quell all resentment in your heart, and send you his Holy"
11,0.28,piri to guide you  into all truth.  Your   mbroother's yes rae,Spirit to guide you into all truth. Your brother's eyes are
11,0.27,n wi cem easure opened;   he is kconvinked  of the pefec,now in some measure opened; he is convinced of the perfect
8,0.31,"rigtheovs nwrOught outt foor  hmi y Jeus Christ,","righteousness wrought out for him by Jesus Christ,"
14,0.26,anclcld eer nwo I hhop hth received faitht o applyy t to s   heort.,and ere now I hope hath received faith to apply it to his heart.
11,0.27,This is the qgd(cCcftRrine of the Church  of Evnlad.  Unless ou,This is the doctrine of the Church of England. Unless you
10,0.29,"hodlthhis   and oaehrr evgvneticl rinciiples, how, edar Sir, is","hold this and other evangelical principles, how, dear Sir, is"
10,0.33,"it con5istteent with eicit to eat kherbroad? i+ umlity,","it consistent with sincerity to eat her bread? With humility,"
11,0.24,"vreSspectt, and  love, ou offer these thins to your kcousideratio—n","respect, and love, do I offer these things to your consideration—"
10,0.29,"B   peased  o weig them i na propre  balaane,  ond","Be pleased to weigh them in a proper balance, and"
11,0.3,reflect fr0om waa priicpiilthey are ritten; and l m prsuaddeb,"reflect from what principle they are written, and I am persuaded"
10,0.29,"yu will  no be fended at, reevehdn  ad derr Si,r","you will not be offended at, reverend and dear Sir,"
6,0.26,"Your most ovlblig9ed riennp nd servant,","Your most obliged friend and servant,"
2,0.0,G. W.,G. W.
2,0.3,LETTERCXIX,LETTER CXIX
3,0.15,Dear   Mr. $S.,Dear Mr. S.
4,0.21,"PPhildelpha, Nov .10.,, 1739.","Philadelphia, Nov. 10, 1739."
10,0.25,Lovve animalesi ndeed ;l lovae aa ctholic sppivt dldyvoido f,Love animates indeed; I love a catholic spirit devoid of
10,0.29,gµiile you I am persµucded ar bhs minded.Thoe Lorrd,guile; you I am persuaded are thus minded. The Lord
11,0.28,hattn hikly fvaored ycU: he hath givernn you meekx ad,hath highly favored you: he hath given you a meek and
12,0.29,"qquietspri. My hert hath becn knti oyOov,  ever sirce God","quiet spirit. My heart hath been knit to you, ever since God"
11,0.29,"ir torou9gHt  utogeIheer.O h pryy, that hwt I adnmire in","first brought us together. Oh pray, that what I admire in"
11,0.25,"anotnher,  I mcay imittat mmself, anndh ave  the   graccs of Jessu","another, I may imitate myself, and have the graces of Jesus"
10,0.22,"Cbrist stamp3ed onm  yheart.  It flls  mmme withh cqonfusion,","Christ stamped upon my heart. It fills me with confusion,"
11,0.25,whenever I cn0oosiider hohw farr Ia  m from Hs likkenes Alas!,whenever I consider how far I am from His likeness. Alas!
12,0.27,"What  woould bbecmeo f nnme, wasI   to be ssaved by  oytnhig","What would become of me, was I to be saved by anything"
10,0.27,within  myel. Blesssedl be  Gocld the or JJesus is y,"within myself. Blessed be God, the Lord Jesus is my"
11,0.28,"oler  ihg3usxsnnes. Byy itue of that I know I arnm justified,","whole righteousness. By virtue of that I know I am justified,"
13,0.29,"I believae I  sbhll  be snacttifed, and uam asurd I shal e ever-","I believe I shall be sanctified, and am assured I shall be ever-"
9,0.24,laoasitngly redemeedd:f orr Gd loued me with an velastiing,lastingly redeemed: for God loved me with an everlasting
11,0.29,"loe. COh, ear  Sir,., tha proSspect E ar eroeaftefi lls my","love. Oh, dear Sir, the prospect of an hereafter fills my"
11,0.26,osl withcomfbort. nTen shall I auge enougghof    yoour com-,soul with comfort. Then shall I have enough of your com-
11,0.25,"apny, cna doft he ohe rcihldren ooff GGod. Th eLrodgive","pany, and of the other children of God. The Lord give"
11,0.25,me patitence tow ait tilll y 6blesse dchoaGe ometh..Hae often,me patience to wait till my blessed change cometh. He often
13,0.3,"gis mee skucm forettes of  the g1lqryt o be reveled in us, taht","gives me such foretastes of the glory to be revealed in us, that"
13,0.24,"II want to lepm y seventy yearsBut  i  degree, lmay","I want to leap my seventy years. But in a degree, I may"
14,0.29,"scay wiht my blsssedmqsaer, ""I have a cccup to dricnkof an a","say with my blessed master, ""I have a cup to drink of, and a"
10,0.24,"batismm ot be bapftiZde with. Dar Mr,.   Swill see","baptism to be baptized with."" Dear Mr. S will see"
12,0.28,"meh ubmled, I beilivve, a muh s uncexealt; I  lok for","me humbled, I believe, as much as once exalted; I look for"
11,0.29,"""Away wiithh imm  away  with him,""euvvry day. Thni,I rusf,","""Away with him, away with him,"" every day. Then, I trust,"
12,0.22,I 5shal|t begin in eaanrnsIt to be a diSscippIle ofJsevs Chrst.,I shall begin in earnest to be a disciple of Jesus Christ.
12,0.29,"Even i nnsuch n hhoour,  Ibliioe de Mr. S willdre","Even in such an hour, I believe dear Mr. S will dare"
8,0.29,"too bee i sefectioatee 7hoaugh mootu nwrthy  friend,","to be His affectionate though most unworthy friend,"
3,0.32,"rotherr ad servvnt,","brother and servant,"
2,0.25,G W.,G. W.
2,0.3,LEETTER XX,LETTER CXX
3,0.11,7o Mr. D.,To Mr. D.
6,0.23,"DeaRr  Sir,  Philatelphia, Nouv. I10;, 1739.","Dear Sir, Philadelphia, Nov. 10, 1739."
10,0.27,TTo think that  y Oshouuld e enhgaged publiclvy t  pray,To think that you should be engaged publicly to pray
9,0.26,"fovm  ehhas oftgn 9gineun mee much satisfactobn,   and","for me has often given me much satisfaction, and"
12,0.3,no xcitge me +o send  youIthis lettem ro thak:h e lme,now excites me to send you this letter of thanks: help me
12,0.29,"sti|l1, hielp me, dear Sr,    y your  pryers.  They mwil1lbe ","still, help me, dear Sir, by your prayers. They will be a"
11,0.25,"maeans bE liftign up mmy ands  when tHeyy hang dowwn, and","means of lifting up my hands when they hang down, and"
10,0.28,Q0of stegttheinng m tfeeble knees .ThGndgh in all +thrigs we,of strengthening my feeble knees. Though in all things we
12,0.3,"o t, Yyet in essehhntls web oth lhink amd Speak thee sne","do not, yet in essentials we both think and speak the same"
11,0.25,thincs. I wish al lanmess amon the asst  of Go wvvere,things. I wish all names among the saints of God were
12,0.29,swllowed up iv 1that onno of Chrisfiaan . Iong for proffessors,swallowed up in that one of Christian. — I long for professors
11,0.22,"to leave off plaecng rrelliiogn irn sying I am a Churchm,""","to leave off placing religion in saying ""I am a Churchman,"""
12,0.31,"""I aam  iDsseter."" Myl anuae to such i,s,""Arae yv of","""I am a Dissenter."" My language to such is, ""Are you of"
13,0.3,"Chris? If   zs, I  lloev youwith   all my ehta:for tis ea-","Christ? If so, I love you with all my heart:"" for this rea-"
11,0.24,"son chiefl,iy ddeam Sr, nnm  heaRrt is drawn oou towardds you..","son chiefly, dear Sir, my heart is drawn out towards you."
10,0.3,"tn his aconI, tmqugh sso lng gin Cmrst before   me,","On this account, though so long in Christ before me,"
13,0.25,"| nnae bold tbo al you vrothel, a vdto wish ycou God zspeee:","I make bold to call you brother, and to wish you God speed:"
12,0.29,"besssdb  His nae,  you haveltitlle keasOm to cry out; yM","blessed be His name, you have little reason to cry out; ""My"
9,0.25,"lennes5ss, my eanness.""Mnay gracio5s osuls unre among   your","leanness, my leanness."" Many gracious souls are among your"
13,0.29,"fllqc,k thhey lovet obee f with the  5incer   nnmilk of he wod.","flock, they love to be fed with the sincere milk of the word."
14,0.29,Ihopetheywill be  yuj y  and cromn Of reooicingg in he ay,I hope they will be your joy and crown of rejoicing in the day
11,0.3,o thee Lord   Jesus. Io+en tk f them with peassure;,of the Lord Jesus. I often think of them with pleasure;
10,0.26,pray saulte them  mosst afeecionattly n miy nme and xhort,"pray salute them most affectionately in my name, and exhort"
13,0.28,ahmt o  entveat the LRD tht TI  ma ymake ful prof f my,them to entreat the LORD that I may make full proof of my
9,0.29,"mnisfi. Tv about taelvemoth,G d willinng, I intennd","ministry. In about a twelvemonth, God willing, I intend"
12,0.27,vrettunnnig to Evmngland; I iss it may be in theefullns of,returning to England; I wish it may be in the fullness of
12,0.26,the bls33esing f the gospetttl of pece.I  Fftikn you re happy,the blessing of the gospel of peace. I think you are happy
9,0.23,in tbHhe acqauintcace f Mr .DB. Itrust hhe,in the acquaintance of Mr. B. I trust he
14,0.34,"mil lbe asoodahe is grreat, aan fterr he s madeeprfct","will be as good as he is great, and after he is made perfect"
9,0.25,"hrgh mrnnaifold temtpaItious aand ttrials, sit down wtih you,","through manifold temptations and trials, sit down with you,"
12,0.29,"and all lhee o+her spirtiuo just menn macld perpfec1t, in ehve.","and all the other spirits of just men made perfect, in heaven."
8,0.26,"Thiis ithe meaty prayer of,d gra Si,,r","This is the hearty prayer of, dear Sir,"
6,0.27,Yourappfec+tionate bbrthr nd fe|lowladoourer,Your affectionate brother and fellow labourer
4,0.22,"in our Loord's vimnceiyard,","in our Lord's vineyard,"
2,0.0,G. W.,G. W.
2,0.25,LE7TTE RCXXI,LETTER CXXI
7,0.29,"My edr tohr, iladelpioa Nov. 10, 1739.","My dear brother, Philadelphia, Nov. 10, 1739."
10,0.25,Yoouu cannocconceive hooww offtenn you Have been  upun my,You cannot conceive how often you have been upon my
10,0.26,htoughts   i5nec I saWyOou   EtermniIty iitsefl I hope will,thoughts since I saw you. Eternity itself I hope will
11,0.27,"nottd iminiish, btu mor and mc0or einceese hat love.., whicHnh I","not diminish, but more and more increase that love, which I"
11,0.31,bee ayu from my hgar. Your statureremind me of 1ilte,bear you from my heart. Your stature reminds me of little
11,0.29,ZZaacchaeSu: he that (lled  him TI  p3rsuaded hs caed  you.,"Zacchaeus: he that called him, I am persuaded has called you."
13,0.27,"Havei n unotheaard Him say tto  jyour soul, ""I   am your   xal-","Have you not heard Him say to your soul, ""I am your sal-"
12,0.26,"raton""? If so, fear nuot, thouart a sovn of DDaiid. LLet","vation""? If so, fear not, thou art a son of David. Let"
13,0.26,"warldly afsaiRs be ev sopbs, he vwho has ggivien yau Hiiis own","worldly affairs be ever so bad, he who has given you His own"
12,0.29,"deea Son,il nmak yo ummmor ethhan a ovuqeror in all tinngs.","dear Son, will make you more than a conqueror in all things."
13,0.25,Sti| dare to owwn aoou da rLborbd before men. IIIt i so san-,Still dare to own our dear Lord before men. It is no scan-
12,0.28,dal for aE otlower ooof Jisns (hrist   to b poor. 0u  rLord,dal for a follower of Jesus Christ to be poor. Our Lord
13,0.27,wacs pooor befrmve  u—so long  af we r erricm in faith and guod,was poor before us—So long as we are rich in faith and good
13,0.23,"works, it  isn ot muhc maater if we are no trih i hi","works, it is not much matter if we are not rich in this"
8,0.25,"World's good. Havinqgn hrit, thoug hwe havennotHing","world's goods. Having Christ, though we have nothing"
9,0.27,"ellse, we pcossess all things.Hovveem csince godlnecss hath","else, we possess all things. However, since godliness hath"
14,0.28,"lhepromise 0of 7helifetaht onw is, a swllel ast hat whhi is","the promise of the life that now is, as well as that which is"
12,0.25,"t0 coem, I wcould aadvisse ou to plesad the pmromiff3es or  ltempo-","to come, I would advise you to plead the promises for tempo-"
11,0.33,"rl lssigs. In th hnname of JsJu, mny  sweet rnrsle","ral blessings. In the name of Jesus, many a sweet morsel"
11,0.26,"and  opRportune spply, have I f&cche  nufrom God by tHhi5s","and opportune supply, have I f&ched in from God by this"
12,0.28,"mans. That is fthee vvwaY II livve, an oep hll corrinue   so","means. That is the way I live, and hope shall continue so"
11,0.25,to   tiv etideath is swalleqd p inn victoy. Dea+th —,to live till death is swallowed up in victory. Death —
10,0.3,whata   comFortaole wrcl is tatf q ra   believe chriist,what a comfortable word is that for a believer! Christ
11,0.26,ahs tkae the s7ting of t away; hennccefod it ss no,has taken the sting of it away; henceforward it is no
11,0.27,"longer a king of +3roorrs, bu  a wielcome mesenevg o on-","longer a king of terrors, but a welcome messenger to con-"
11,0.28,"dvt he saintstoo golmry. My ddeannr brother,, ltus  comfort","duct the saints to glory. My dear brother, let us comfort"
12,0.28,"one anther it theset hinqgs,. e are holt to  iel hre a1l-",one another with these things. We are not to live here al-
10,0.3,maayss; ou rinhekiteance is avoe. Whe Chrit wnho s Uur,ways; our inheritance is above. When Christ who is our
12,0.28,"liife  shall aPppaer, hlen  hall we llsaopparrw  ith Hi min glory.","life shall appear, then shall we also appear with Him in glory."
10,0.24,Wthhen  shoulid we yvau|le tehse ilghht faflictions wwhich are,"Why then should we value these light afflictions, which are"
12,0.3,"but fo a momat? No ,Ilet us datnniet1lvy ebar our rqss, since","but for a moment? No, let us patiently bear our cross, since"
13,0.28,"we rae sso shortly to wieeer a crow. Oh h riccehhs off fere,","we are so shortly to wear a crown. Oh the riches of free,"
10,0.24,ditsinuishin ggrace!   Why were ycu ndd I takemnino fa-,distinguishing grace! Why were you and I taken into fa-
12,0.33,"vor?""Even so Fatker, fkko itt zeed got in hy sight.""","vor? ""Even so Father, for so it seemed good in Thy sight."""
11,0.26,"Oh! my fricend,   ymbrOother, letuus     forevr exttl kee garce!","Oh! my friend, my brother, let us forever extol free grace!"
11,0.29,"However athcrs exait n n ddafse odd, let usexal+ God","However others exalt man and debase God, let us exalt God"
10,0.28,nod deba5se mman.  La  tJesus Christ hava l he glroy;,and debase man. Let Jesus Christ have all the glory;
12,0.27,"for e is the author  arir on,  and ifisher  oE  ovur fait.bh","for He is the author, carrier on, and finisher of our faith."
13,0.25,"He ha sbegun it ih time, He   sahll pee+ i timn ettrehity. —","He has begun it in time, He shall complete it in eternity. —"
11,0.29,"My roterr, Ih ave ebe o  eppaned wHhilts wwritiing, Itha I","My brother, I have been so expanded whilst writing, that I"
11,0.26,"mstrofev yo o other fri3ends,   7o know  how ggracioss1ly  God","must refer you to other friends, to know how graciously God"
3,0.25,khs dealt wiith,has dealt with
5,0.28,"Ybur affctionqae  vbrther in Chvfst,","Your affectionate brother in Christ,"
2,0.17,G. W..,G. W.
2,0.33,LTR CXXII,LETTER CXXII
7,0.23,"To Mr. W.,, Philadetphia,, N ov.. 10.,1739.","To Mr. W., Philadelphia, Nov. 10, 1739."
14,0.3,Ilong too   3 in  hvaaen   cnigfly t se God  even as He is;,"I long to be in heaven, chiefly to see God even as He is;"
11,0.29,"nextt, htat I may ahvehisooul satisfied wifh t blisful","next, that I may have my soul satisfied with the blissful"
11,0.26,coomminoon o fsaintsh ere I hope t 5seee yuo un dyour,communion of saints. There I hope to see you and your
13,0.32,"wif, and to shw hncereIe1y I locve ou boIh in th  bow-","wife, and to show how sincerely I love you both in the bow-"
11,0.26,s o fJesus Chist. Myh art has went along vhh my,els of Jesus Christ. My heart has went along with my
14,0.28,"hhand, when JJIu sed to str&ch i tou tt oyoo ui the pild.  I","hand, when I used to str&ch it out to you in the field. I"
11,0.28,only wwaanfeod more timetoconverse with you..  Oh v dear,only wanted more time to converse with you. Oh my dear
11,0.3,"broher, l7g s keep ouvseVes in thhe loveoffQGod though","brother, let us keep ourselves in the love of God through"
12,0.29,"fai hin Christ Jesvus, entt henn,   e   ta litt while e sall","faith in Christ Jesus, and then, yet a little while we shall"
13,0.24,"met   in glyor. A5 fatih iSs the begunning, so fiallth is thhe edn","meet in glory. As faith is the beginning, so faith is the end"
11,0.29,of hteC risian ourrse. Let us kec pthsi race i coontinauul,of the Christian course. Let us keep this grace in continual
10,0.25,"exeriszse,.,, and wee mayy bid dath  and helll dfince,. Faih","exercise, and we may bid death and hell defiance. Faith"
12,0.29,"amikges s  m ore htn coquevuuors oover alll ;I peak thus to yoa,","makes us more than conquerors over all; I speak thus to you,"
11,0.25,bcceaouse I ope yoUu an ddear Mrs.. maawve eeen in come,because I hope you and dear Mrs. have been in some
12,0.23,"measure mdae pamtakers oof tmHHis free gift o fGod, I  pkry God",measure made partakers of this free gift of God. I pray God
13,0.31,"o iincreose it mokrandm0ne, till it bi wallwo p n 1the","to increase it more and more, till it be swallowed up in the"
12,0.25,fruitioovnn uoEf our sufremiie good. Pernaps our spfaitm may b pt to,fruition of our supreme good. Perhaps our faith may be put to
12,0.28,e test   ere it b lomnc I xxepetCc nathnng but sufferinngs Oh,the test ere it be long; I expect nothing but sufferings. Oh
14,0.3,"pray  tth1a I may be fathful unto+Hegnd, and hat ac ovwrn 0of","pray that I may be faithful unto the end, and that a crown of"
5,0.2,life  may beqive to,life may be given to
5,0.25,"Youl affictionate bor7bhe rin Chris,","Your affectionate brother in Christ,"
2,0.0,G. W.,G. W.
2,0.17,LTETER CXIII,LETTER CXXIII
7,0.25,"7To Mm ..,Philaeldphia, NNov. 10, I1739.","To Mr. H., Philadelphia, Nov. 10, 1739."
11,0.27,"oeh hGCristiqan love II bear t boh you sisterrr nd yau,","The Christian love I bear to both your sister and you,"
9,0.24,ixcitesm e  fo secldld you aline. Poidence preventeo,excites me to send you a line. Providence prevented
13,0.27,yours ailiign with u; tu as we havged rvunk intao Ihe ame ssbi-,your sailing with us; but as we have drunk into the same spi-
10,0.27,"rittt;, I mhope broItheer1y  iv ewillcntniue andincreaseb etween","rit, I hope brotherly love will continue and increase between"
12,0.3,"us,   ot all teerntiyI bhawe fofton uresttledd in raye rfryou","us, to all eternity. I have often wrestled in prayer for you"
11,0.29,isuhnce w ehae hen on board. Ycor sisftem cs  watere those,since we have been on board. Your sister has watered those
12,0.23,"prayesvwi7h her tears,  nad I  trusI the   oLnrd was entketaedof","prayers with her tears, and I trust the Lord was entreated of"
11,0.27,us. Our vbaygee haxbeen higlly frofitable to  ouuur souls. I,us. Our voyage has been highly profitable to our souls. I
10,0.27,canhvevver be thankful enouh for Hhti fsweetretlea.t My,can never be thankful enough for this sweet retreat. My
12,0.26,"derr rothre, how o yU fid your hcart?iMne is  likke €zee-","dear brother, how do you find your heart? Mine is like Eze-"
11,0.25,"kiel’s teemple, tthe farthr I searc hiinnto it, tme rtaer  abmmmiann-","kiel’s temple, the farther I search into it, the greater abomina-"
13,0.26,ions I disov3er but there is ouhn+taiin ooepned sor si n anod al,tions I discover; but there is a fountain opened for sin and all
10,0.3,"Uvnclaenncss. There, m odeavr broter,   w my bot hwsh a","uncleanness. There, my dear brother, we may both wash and"
10,0.31,bemadclean. The Lo0rp hath areadv uouchsafepd u sonne,be made clean. The Lord hath already vouchsafed us some
11,0.27,cassurannce of His love .Oh letu s coninvlly keeecp  faith in,assurances of His love. Oh let us continually keep faith in
10,0.29,"eercise, til it be tre|ly swaowed uup in h e boundless","exercise, till it be entirely swallowed up in the boundless"
10,0.3,can o fhtebea|ltificvsiion. ThatG o ay ailyy renew,ocean of the beatific vision. That God may daily renew
13,0.26,"you  by His spiri,t ad moer anmbr fit yovu fnte hapi-","you by His spirit, and more and more fit you for the happi-"
10,0.29,ess which awais iYoau  abov is thgeheaRty prayer fOo,"ness which awaits you above, is the hearty prayer of"
7,0.27,"Your afsfectioonta e1hovvu9h wek brothern Chist,","Your affectionate though weak brother in Christ,"
2,0.17,G. WW.,G. W.
2,0.25,LEJER GCXXIV,LETTER CXXIV
7,0.25,"Io Mzs.   ____,  Philadelpiha, Naoyv.. 10, t7739.","To Mrs. ___, Philadelphia, Nov. 10, 1739."
12,0.31,ShalIl I hawv anyl eeisure mie and nootri7eyou laie,Shall I have any leisure time and not write you a line
11,0.29,ohanksfor your worh of sfaith and lb0orrr of ole?,of thanks for your works of faith and labors of love?
11,0.21,"GGodf r6bid. I knoow noyour  name,but   Ineithcer forget","God forbid. I know not your name, but I neither forget"
10,0.26,"yr0 hous,e noRr tfavvors. Thk Lordl eward yoou a thousaand","your house, nor favors. The Lord reward you a thousand"
13,0.28,foold!  I naoly fear tkha yoou ahVc m peron tOo much n ad-,fold! I only fear that you have my person too much in ad-
11,0.26,"mriation. If  oyu  loo to he instrumet less, andt    Gop","miration. If you look to the instrument less, and to God"
13,0.27,"more,  itW iilb  e better. Bg the gkrqce op ogd alOone, I aw","more, it will be better. By the grace of God alone, I am"
14,0.3,"what I amm. IFf any good  s n odne  oyou r thevrs, it","what I am. If any good has been done to you or others, it"
14,0.27,"wwa  not I,buthee grace of Go thaf wasi n nnmmme. Oh, nuot","was not I, but the grace of God that was in me. Oh, not"
12,0.26,"utnom e;, not uto me but unto Good's annn3 bee alll ta","unto me, not unto me, but unto God's name be all the"
12,0.26,lor. I pray God t  mmakc ou  psaraher of the sameg raece;,glory. I pray God to make you partaker of the same grace;
12,0.29,fO would ot havve yu a hearr ovily |I wuld have,"for I would not have you a hearer only, I would have"
12,0.24,"ou a doer also.. Snurellyy ou re moole ncoble oand Wwes;, than","you a doer also. Surely you are more noble and wise, than"
12,0.28,"to deeciie yoUur on ssoul. And gyet it  is but too tvnolouss,","to deceive your own soul. And yet it is but too notorious,"
11,0.28,"ta   numbersr stt in the oµtward   fm, and   are strnagst o","that numbers rest in the outward form, and are strangers to"
11,0.25,mhte inward ower opf gdodliiness in thgil herualts. Do ont gyou,the inward power of godliness in their hearts. Do not you
12,0.27,so len Chirst. Begf Good  thla yyyoum aay feelH isspirit,so learn Christ. Beg of God that you may feel His spirit
10,0.3,"wirng mightily in yorr oul, nd witnessing wih yuou  sdi-","working mightily in your soul, and witnessing with your spi-"
14,0.3,"lrit  thtaa you arae s cid of God .Ic uold go on, bbut hrg","rit that you are a child of God. I could go on, but other"
