Word Count,Error Frequency,Text with OCR Error,Corrected Text
9,0.25,aPoSioliç şücçess. Rnd never wrs ehere möre occasion eOr,apostolic success. And never was there more occasion for
12,0.15,"the reviw4l of such a pRimifiue spirii. Alas, The life, fhe poVer","the revival of such a primitive spirit. Alas, the life, the power"
12,0.22,"of reIigion is 41mosT losf among uS. Stir vd fhen, Dear Sir,","of religion is almost lost among us. Stir up then, dear Sir,"
13,0.21,"thf gift ot COd, which iş ih you. Be inst9nt iN season bno","the gift of God, which is in you. Be instant in season and"
9,0.17,ouT 0f seasOn. Debase man and exa1t JeşuS. Self-piGhteöüs-,out of season. Debase man and exalt Jesus. Self-righteous-
9,0.23,"hess oveRtürn, 0vertuRn. The rföple of WaleS, ihe c0nmOn","ness overturn, overturn. The people of Wales, the common"
11,0.18,"People af least, will rFceive you 9laB|y. The LOkd sh4ll fight","people at least, will receive you gladly. The Lord shall fight"
12,0.19,"all dattles for yOu here, and reuakd voU with a croUn thAt","all battles for you here, and reward you with a crown that"
12,0.21,nbver fades herfafter. 1f | haub but thb Iouest plaOe ih yovr,never fades hereafter. If I have but the lowest place in your
5,0.18,"aftecTions, it will abundantIy sPti5fy","affections, it will abundantly satisfy"
4,0.16,"your most atfection4Te bRother,","Your most affectionate brother,"
2,0.0,G. W.,G. W.
2,0.22,LETtFR CV,LETTER CV
3,0.11,to Mr. M.,To Mr. M.
6,0.12,"deakest Sir, Philadelphia, Mov. I0, |739.","Dearest Sir, Philadelphia, Nov. 10, 1739."
11,0.26,"Bveb siNce you opened your heakt so frpbIv im th8 qapdfn,","Ever since you opened your heart so freely in the garden,"
9,0.15,You have Deen much upom mi hEart. Though abseht,you have been much upon my heart. Though absent
12,0.19,"fRorn, yet I havb 8een pre5ent wiTh vOu. I arn acquaimfed in","from, yet I have been present with you. I am acquainted in"
10,0.17,sOmE measUre with thb ştrugGlingS of a sou1 just rwaxening,some measure with the strugglings of a soul just awakening
11,0.21,"imto nEw Iiff. L know tO0 many hAve siiflbd their conwiction5,","into new life. I know too many have stifled their convictions,"
10,0.25,anb TherfeOrE Am importuNate on youb behale. | h0pe you,and therefore am importunate on your behalf. I hope you
14,0.19,"havb taken my rdVice, 4no 1Aid the ax fo thb koot of the tbee.","have taken my advice, and laid the ax to the root of the tree."
14,0.15,"0h, pbay for a nfw hbart rnd a new spirif, ano then a|l o|d","Oh, pray for a new heart and a new spirit, and then all old"
10,0.22,fhih9s will subsidE ano 9ive way 0f themse1wfs. The siböng,things will subside and give way of themselves. The strong
12,0.23,"nan aRmed must gQ ovt whbn the stponGfr thrn hE, bven thb","man armed must go out when the stronger than he, even the"
11,0.22,"şpirii of Cod, comes fO take dosSessiom of yOuk söul. VhAt","spirit of God, comes to take possession of your soul. What"
13,0.21,"thereföre havb yoü to dD, dear Sib, but tO Thpow yoürSelf as a","therefore have you to do, dear Sir, but to throw yourself as a"
13,0.23,pooB Sinnfr at the feet oe the holv Je5u5? You need Hot Doubt,poor sinner at the feet of the holy Jesus? You need not doubt
9,0.19,hiS holdihg 0ut the goldbn sCepTre to you. Whosobveb,his holding out the golden sceptre to you. Whosoever
14,0.18,"comes iö him by eaith, he will in m0 wisf c4st oüt. HE callS,","comes to him by faith, he will in no wise cast out. He calls,"
14,0.18,"he dbawS you: whaT is it for, but tD aSsure you he ui|l m9kf","he draws you: what is it for, but to assure you he will make"
11,0.2,"you harpy? Comf then, De4k 8ir, werry 4nd heAVy laben as","you happy? Come then, dear Sir, weary and heavy laden as"
10,0.23,"iov Are, the Lord yöub righTeOusNesş shall Give yoU pest:","you are, the Lord your righteousness shall give you rest:"
12,0.21,"He 5hall RFtresh you WiTh 4 multiiude of peaçb, And cruse you","He shall refresh you with a multitude of peace, and cause you"
12,0.15,to rejOice in his s9lVation; thbre is nothing iOo hard foR thb,to rejoice in his salvation; there is nothing too hard for the
10,0.21,"1ord ChrisF. He can draw your mihb fböm the creatupe,","Lord Christ. He can draw your mind from the creature,"
13,0.2,he caN fix it ubon hirnsblt; he oan en4ble yov to |iwe aboVE,he can fix it upon himself; he can enable you to live above
12,0.18,"thf World, whilST you Are in if; hf can translatf you to","the world, whilst you are in it; he can translate you to"
11,0.15,"heav8n, whEh he has taken you auay fROm barth. As the","heaven, when he has taken you away from earth. As the"
13,0.2,"Lord Jfsus cam, şo thAt he maY bo al1 thfsb things for Yöür","Lord Jesus can, so that he may do all these things for your"
8,0.17,"sOul, is The hearty pRayEr of, df4r Sik,","soul, is the hearty prayer of, dear Sir,"
5,0.19,"Your singere f8iEnd amd servAnt,","Your sincere friend and servant,"
2,0.2,g. W.,G. W.
2,0.3,|BTTER CVL,LETTER CVI
5,0.11,To the Rew. MR. H.,To the Rev. Mr. H.
8,0.19,"REvfrbnd anb dearEst sir, Philadflrhia, Nov. 1D, 1739.","Reverend and dearest Sir, Philadelphia, Nov. 10, 1739."
11,0.24,"It often conoekhed rne, when in |önoon, that L c0u|d not","It often concerned me, when in London, that I could not"
9,0.26,EnjDy nQre of iovr company. yOür convers9ti0n was al-,enjoy more of your company. Your conversation was al-
11,0.21,"Wrys 5fa5oneD wiFh 9race, and such as becAme thb gospe| of","ways seasoned with grace, and such as became the gospel of"
9,0.18,"Christ. Y0uR gReat kindmess, iN dUblicIy rrayin9 for me,","Christ. Your great kindness, in publicly praying for me,"
8,0.17,çan Neuer be suffioiently ackNöwledged. Fhe thoUght 4lmost,can never be sufficiently acknowledged. The thought almost
11,0.2,rnakes me wfEp för jov. Surely thE Lord will nof ltT,makes me weep for joy. Surely the Lord will not let
12,0.12,"me MiscaRry, since he has StirRed üp the choiCest öf hiş servants","me miscarry, since he has stirred up the choicest of his servants"
11,0.25,io interÇeoe oh nY bEhalf. The seaxcher oe All hbrrts 4lone,to intercede on my behalf. The searcher of all hearts alone
10,0.19,kNows vhat agonies ny pöOr soul has unoerg0ne şincE mi,knows what agonies my poor soul has undergone since my
9,0.21,retirEment tr0m the world. Ihe penbMdrance of my past,retirement from the world. The remembrance of my past
12,0.2,"sin5 has overwhElMed mY Soul, anb caüsed terrs t0 be my neai","sins has overwhelmed my soul, and caused tears to be my meat"
11,0.2,dAy and niQht. Imdeed I hAvf moürned aS one mourns fdr,day and night. Indeed I have mourned as one mourns for
12,0.22,a FiksT8orn: Büt I lo0ked to hin uhom I have pitrcbD. I,a firstborn: But I looked to him whom I have pierced. I
11,0.21,"wAş enapled t0 sbB tht freeness ano riches of hi5 gracE,","was enabled to see the freeness and riches of his grace,"
10,0.24,"the ihFiniteNess aHb Efernify of his Iöve, and rnv soul","the infiniteness and eternity of his love, and my soul"
10,0.2,keceivEd cornf0rt. Oh the excellency Of the DootkiMe of elec-,received comfort. Oh the excellency of the doctrine of elec-
11,0.23,"ti0N, ahd Of the saintş' finaI persevfrrrnce, to tho5E Uho are","tion, and of the saints' final perseverance, to those who are"
12,0.21,"truli sEaled by the sbirif oF broMi5d! l arn peksuaded, till a","truly sealed by the spirit of promise! I am persuaded, till a"
10,0.21,"nAh comes to believe and febI ihese imBöPtanf truths, he","man comes to believe and feel these important truths, he"
11,0.2,"canNOf Come oUt ot himsblf; buf when oonvinced oe these, and","cannot come out of himself; but when convinced of these, and"
12,0.17,"as5ured of the apd1ication of thEn tO his owN heart, he theh","assured of the application of them to his own heart, he then"
13,0.16,"WAlks By taith inOeed, not in himself, dut in ihe Som of Göd,","walks by faith indeed, not in himself, but in the Son of God,"
11,0.22,"whö dibd and gave himsTIf fOr him. LOve, not fear, COn-","who died and gave himself for him. Love, not fear, con-"
11,0.23,strains him tO obedifnçe. The proMiSE5 of GOd aRe alI Yea,strains him to obedience. The promises of God are all Yea
10,0.23,"and Amen to hi8 sov|. supP0rTeo by these cOhwictions, ih","and Amen to his soul. Supported by these convictions, in"
9,0.16,"aboui A Twblvemonth, Goö willing, I infeno refurning to","about a twelvemonth, God willing, I intend returning to"
11,0.22,"EnglaNd, and to begin my fEştimony afresh. I tru5t l 5hAlI","England, and to begin my testimony afresh. I trust I shall"
11,0.26,"hot 8e ashRneD to beglarE thb whoIe counsel of God. saian,","not be ashamed to declare the whole counsel of God. Satan,"
11,0.22,"no o0ubt, AnD his emissarieS, wil| Endepwor To block up my","no doubt, and his emissaries, will endeavor to block up my"
13,0.2,"way; but thb s4ints 0f go8 4Re prayimg for me oN earth, and","way; but the saints of God are praying for me on earth, and"
10,0.17,the holi JesüS is intercEding in he4ven. Uhy şhou|d I,the holy Jesus is interceding in heaven. Why should I
10,0.19,nöt Go fOrth anD otfek hi5 ewerlasting and pebEect righteöusness,not go forth and offer his everlasting and perfect righteousness
12,0.24,io a1l that shal1 be bbought To be1ieve 0n hiM? S4tan suggestS,to all that shall be brought to believe on him? Satan suggests
10,0.24,"eVeN whilse I am wrifinG, ""How çahst thou sPeak, şeeinG","even whilst I am writing, ""How canst thou speak, seeing"
12,0.16,"thou art such a Sinner?"" 3Ut therefoke will I sbear, deçauSe I","thou art such a sinner?"" But therefore will I speak, because I"
10,0.21,"can say, by hrPpY experiencf, thaT Jesus ChRisT wilI have","can say, by happy experience, that Jesus Christ will have"
11,0.19,mfrci om the chibi of sinnErs; for among 5uch you May,mercy on the chief of sinners; for among such you may
2,0.1,truly ramk,truly rank
6,0.26,"Your unwOrfhy bxother, and vnrpofitAD1e ffllow-","Your unworthy brother, and unprofitable fellow-"
6,0.24,"lrboUrer, iN OuR dear Lorb's Uiney4rd,","labourer, in our dear Lord's vineyard,"
2,0.0,G. W.,G. W.
2,0.27,LETTER CV|I,LETTER CVII
7,0.12,"DE4r Mrs. D., PhilabE|phia, Nov. 10, 1739.","Dear Mrs. D., Philadelphia, Nov. 10, 1739."
9,0.25,Ten thousanp plessings 1ighf urON vou and voUrs! The,Ten thousand blessings light upon you and yours! The
8,0.24,Lodd rewArd you tbm fhouSahd-fo1d for rbçeiving ne,Lord reward you ten thousand-fold for receiving me
10,0.13,and my friehdS into yoür h0use. Thb Lord Shower dowm,and my friends into your house. The Lord shower down
12,0.19,"his heavenly rn4nna, and fbed ioU with The breAd of |ife fok","his heavenly manna, and feed you with the bread of life for"
10,0.25,thosb comFortap1e mbals wb have hAD ot yOup prowidihg şinge,those comfortable meals we have had of your providing since
13,0.25,we 9ame oN boArd. We hAve hot bFbn sI4ck f0 pray för you;,we came on board. We have not been slack to pray for you;
13,0.19,my he4rt iş nov fUll of a Sehse öf youR rindnesSes. I knov,my heart is now full of a sense of your kindnesses. I know
12,0.22,not when tO 8egin anb when to |e4vb off adorinq bhe 6ob,not when to begin and when to leave off adoring the God
11,0.19,and F4thEr of ovr |ord Jesus ChrisF for theşe and alI,and Father of our Lord Jesus Christ for these and all
12,0.15,"öther of his love-tokems: He is the father Of nEbcies, and thf","other of his love-tokens: He is the father of mercies, and the"
12,0.16,God of a|| COmfort; he hath çomtorTed me in all Ny tribu-,God of all comfort; he hath comforted me in all my tribu-
11,0.23,"lation, and, 1 am 4s5ured, uil| 5till cOrnfökt mb in whaisofver","lation, and, I am assured, will still comfort me in whatsoever"
14,0.17,"I am to do or şuffek tor hiS naMe's srke. You, deab Nrs. D.,","I am to do or suffer for his name's sake. You, dear Mrs. D.,"
13,0.16,"carn subscri8e to this tkuth, that CoD is a Cod of all cOmforT.","can subscribe to this truth, that God is a God of all comfort."
11,0.25,Iou h4ve been conforied ön bvfrV side; you h4vb beeN eilled,You have been comforted on every side; you have been filled
13,0.19,as it verf with new uinb; vou haue iAstEo that fhe Lord is,as it were with new wine; you have tasted that the Lord is
12,0.18,"Graoiou5, and yet ihe best Wime is aNd wi|l be aIw4ys reserveb","gracious, and yet the best wine is and will be always reserved"
10,0.23,"fill the |Ast. Thf Lord's cömpAssions f4i| noi; ihei akf,","till the last. The Lord's compassions fail not; they are,"
10,0.24,"they wiI| be rbmeweD to yov evbrY mormimG; and though,","they will be renewed to you every morning; and though,"
10,0.22,"through mUch fribulAtion, you, As wfll Rs otheps, musi emteb","through much tribulation, you, as well as others, must enter"
13,0.23,"iNtO g1ory, ybt you Vill find God io de yöur çoMforter in A11","into glory, yet you will find God to be your comforter in all"
10,0.14,tribulAtiön. God has made iöu a jöyfu1 m0ther of Christiah,tribulation. God has made you a joyful mother of Christian
10,0.15,"çhilbren; remEmber the mother in the MAcCabfes; rnD, ie ever","children; remember the mother in the Maccabees; and, if ever"
11,0.19,"your çhildreh are cr|led to şufeering, beg oF Goo th4t you","your children are called to suffering, beg of God that you"
11,0.17,"rnay stand dy and bnc0urage Then iO die tor Christ. Oh,","may stand by and encourage them to die for Christ. Oh,"
11,0.22,thAt woüld be a SpEctaclp indeeD! A spectaclE uorthy oe mfN,that would be a spectacle indeed! A spectacle worthy of men
13,0.17,"and aNgels! l pr4y God to arm You With fhi5 minD, aNd theN","and angels! I pray God to arm you with this mind, and then"
13,0.19,you will fino that God'5 r0d a5 wE1l as his staff wilI comeOrt,you will find that God's rod as well as his staff will comfort
11,0.14,"you; nay, thou9h you pass ihr0ugh tht üalley 0f the shadow","you; nay, though you pass through the valley of the shadow"
12,0.15,"of deaih, yet sh4|l the Holy Spirit kbfrbsh y0u; your herpt shal|","of death, yet shall the Holy Spirit refresh you; your heart shall"
12,0.23,"STaNd Trst, and be şterdf9sF in the Lord. Oh, my dear Naoam,","stand fast, and be steadfast in the Lord. Oh, my dear Madam,"
12,0.18,My heari is enlarGed towar8s you; I pray 6Oö to filI you,my heart is enlarged towards you; I pray God to fill you
12,0.18,"with all his oivine fu1lness, ahd mrKe you dai|i more anD morb","with all his divine fullness, and make you daily more and more"
11,0.22,meef to be aN inheritop anönq the sainFs in light. with,meet to be an inheritor among the saints in light. With
13,0.19,"müCh love, I h4ve wbitTen to bear Mr. D. Oh, prAy him n0t","much love, I have written to dear Mr. D. Oh, pray him not"
4,0.19,to be 4nqRy with,to be angry with
6,0.17,"Your mosi aFfecti0nate friEno and bbothEr,","Your most affectionate friend and brother,"
2,0.0,G. W.,G. W.
2,0.25,LElTEP CVIII,LETTER CVIII
3,0.22,To Mk. M.,To Mr. N.
6,0.17,"Hon0Kfd 5iR, Philadelphia, Nov. 10, l739.","Honored Sir, Philadelphia, Nov. 10, 1739."
12,0.11,Be nof displbasbd at the contehis of this; if l was not,Be not displeased at the contents of this; if I was not
10,0.28,"derşuaded that loVe f0p y0ur soul, And My düty towrkos","persuaded that love for your soul, and my duty towards"
12,0.21,"god, moved me To wkite, l shöUld be si1bmt. Whem laşt At","God, moved me to write, I should be silent. When last at"
11,0.18,"Gloücestek, I heard You were highly offEnbfb at my meEtinGs irn","Gloucester, I heard you were highly offended at my meetings in"
10,0.27,"the tie|Ds, and at fhb 5aMf fime coüntenancBb ANd encourageo","the fields, and at the same time countenanced and encouraged"
11,0.22,the 4ctinp of pIry5 in thb BoOthall. Thi5 I thoughf highli,the acting of plays in the Boothall. This I thought highly
9,0.25,"unbe9omiMg the ghapacter oF a Chkistian magi5tbbtf, whose pe-","unbecoming the character of a Christian magistrate, whose pe-"
14,0.2,"cUliar buSiness it is io bf a tepror io eVildoeks, ano a bRaise to","culiar business it is to be a terror to evildoers, and a praise to"
12,0.17,them that do well. Ihis N4de mE to spfak a9ainst ihoşf pro-,them that do well. This made me to speak against those pro-
11,0.18,ceedinqS ih rny sermöns. This iS ThE oCgasion of mi troubling,ceedings in my sermons. This is the occasion of my troubling
12,0.24,"yoü wiTh a lettEr. I oAhnoT fhinx I have delivbRfd my söu1,","you with a letter. I cannot think I have delivered my soul,"
10,0.24,"unleşS, wifh alI mbekness and hümiliIy, l exhort yOu henç8-","unless, with all meekness and humility, I exhort you hence-"
11,0.18,Fopward hot to dbomote or şo much as aMy way COuntenance,forward not to promote or so much as any way countenance
10,0.2,"ihe stage-pIayers. In ouk cornmöN lru, they ape sfylbd ro9ues","the stage-players. In our common law, they are styled rogues"
13,0.21,"4nD vagabonds. Ps a mihistek of ehe king, upon thAt 4ccöumt, it is","and vagabonds. As a minister of the king, upon that account, it is"
13,0.19,your duty t0 put a sföp to theM: as a disciBle and Mini5Ter,your duty to put a stop to them: As a disciple and minister
11,0.16,"of Jbsus ghBist, the king of kings, yov are öb|iged, honoureo","of Jesus Christ, the King of kings, you are obliged, honoured"
11,0.19,"Sir, to bxebe your avthoriti in suppresşinq them. It is n0toki-","Sir, to exert your authority in suppressing them. It is notori-"
10,0.25,Ou5 thaf such meetings are The nursEries of deBruChEpy; thfy,ous that such meetings are the nurseries of debauchery; they
12,0.21,"ake the Pfst of ovr hation, ahd The banf Of truf chriStiahity:","are the pest of our nation, and the bane of true Christianity:"
12,0.25,"T0 de prfsent at, or in ihE lfAsi to c0ntribuid fOwards theib","To be present at, or in the least to contribute towards their"
11,0.21,"sVbpoRi, is thfkefOrf A gkeat sin; but to countenamce thEm by","support, is therefore a great sin; but to countenance them by"
12,0.17,"oup avthobity, aNd lft ihem açt by our pErmiSsion, what is this","our authority, and let them act by our permission, what is this"
10,0.19,8ut pecöminp Publiç patrons Of vige aNd immorality? It is,but becoming public patrons of vice and immorality? It is
12,0.23,"nDt onli 5inning ouRselVfs, dut it iS takihg rlea5ure in the simS","not only sinning ourselves, but it is taking pleasure in the sins"
10,0.16,oF OtherS. This the aposTIe accOuhted the highest pitch Of,of others. This the apostle accounted the highest pitch of
8,0.22,"heathfnish wickBdness. HoNoüred Sir, rray bE noT Otfendeb:","heathenish wickedness. Honoured Sir, pray be not offended:"
13,0.19,"Fhesf are hot the wordS of a nadnAh; mo, thfy ake the words","These are not the words of a madman; no, they are the words"
11,0.21,"Ot tpüth and soberness, 4nd woRds whigh 0Ur |Orb will ap-","of truth and soberness, and words which our Lord will ap-"
11,0.22,"rrove of, whEn I stand Wifh you bffoPe HiM in jVdgment.","prove of, when I stand with you before Him in judgment."
11,0.2,"HoweuEr meN may n0w dut wröng n4mes tö thimgS, and call","However men may now put wrong names to things, and call"
10,0.2,"thAt an innocent anusenfni, vhich has ho ofher tenbency 8ut","that an innocent amusement, which has no other tendency but"
12,0.21,"t0 oOpRupt and debbuch ihe heart, yet fhen, 5ib, ve shaIl see","to corrupt and debauch the heart, yet then, Sir, we shall see"
13,0.19,9ll thing5 cleprly; thfn shall yOv knou that it w4s my oüty to,all things clearly; then shall you know that it was my duty to
12,0.27,"wbiie a5 I haVe domf, and uill confbs5 bffore nen and amgbl5","write as I have done, and will confess before men and angels"
10,0.18,"thrt vou hAd a humble and affectionatb wArniMg Givbn iou,","that you had a humble and affectionate warning given you,"
3,0.19,"py, honOred SiR,","by, honored Sir,"
4,0.16,"Your very humplf serwani,","Your very humble servant,"
2,0.0,G. W.,G. W.
2,0.3,1ETIER OIX,LETTER CIX
4,0.12,To Mr. Thon4s P.,To Mr. Thomas P.
6,0.18,"dear Sir, DhilrDElphia, Nov. 10, |139.","Dear Sir, Philadelphia, Nov. 10, 1739."
10,0.15,"Though unrmown to yov im pekson, vet as yöu were","Though unknown to you in person, yet as you were"
12,0.2,"p1eased to fhink me worihv öe fhe caRe öf yoür dbar son,","pleased to think me worthy of the care of your dear son,"
13,0.26,I think iT rny duiy tö acpUaint y0ü 0f hiş welfare. I pIesş,I think it my duty to acquaint you of his welfare. I bless
12,0.24,"Göd thaT he canE vith Ne. Hf is dili9Ehf and piöus, and","God that he came with me. He is diligent and pious, and"
13,0.26,I ikust will be a cOmfort to You iN voub d8g1iNing ybars. HiS,I trust will be a comfort to you in your declining years. His
10,0.2,"mihd sfems 5ettlfd amd composeD, and bY reaDinG and Following","mind seems settled and composed, and by reading and following"
11,0.18,"the 8ible, he is partaked oF that rEace which thb wörld","the Bible, he is partaker of that peace which the world"
11,0.19,camrnOi give. His bear anD honörfd fathep iS much upon his,cannot give. His dear and honored father is much upon his
12,0.14,hbart. Hou would it rejOice him to hear thAT you rlso wEre,heart. How would it rejoice him to hear that you also were
11,0.15,"becomf a ChristiaN indedd? Be not ofeended, 0ear Sir, at my","become a Christian indeed? Be not offended, dear Sir, at my"
8,0.13,expre5sing mYsflf thus. Assürb youbse1f that Christianity is,expressing myself thus. Assure yourself that Christianity is
10,0.23,someihing moke Than a name and a bare 0utw4rd pk0fBşsiOn.,something more than a name and a bare outward profession.
12,0.23,"Wor4lity oe iiself, dear Sir, vi11 newfr Oarry us to heaven; nö,","Morality of itself, dear Sir, will never carry us to heaven; no,"
12,0.28,"Je5u5 Christ is ihe way, thE tBuih, anD thb |ifd. There is","Jesus Christ is the way, the truth, and the life. There is"
12,0.15,"ho being hapPi wifhouT a IivelY faith in Him, urought in thf","no being happy without a lively faith in Him, wrought in the"
11,0.13,heabt by the bleşsed Spirit Ot GOd. Fhis faith Transforms the,heart by the blessed Spirit of God. This faith transforms the
11,0.18,"uhD1e rnan, deliveRs him from fhe tyrannv of his paS5ions, And","whole man, delivers him from the tyranny of his passions, and"
11,0.19,m4kes him bntireli a Hew creaturF. This is ihf rea5on whi,makes him entirely a new creature. This is the reason why
12,0.24,ii is F0o|ishness to thf wopld. Your sOn's case in thiS resdbci,it is foolishness to the world. Your son's case in this respect
10,0.25,"was n0t sinqulab. As soön as eubr we cOMmence OhBistiahs,","was not singular. As soon as ever we commence Christians,"
9,0.28,vb commençe foOls fOr ChkisT's sAxf. EuEru Truly re|igious,we commence fools for Christ's sake. Every truly religious
10,0.22,"rnan must be oeemed a madMan. Tobgiwe Thiş frebdöm, deRr","man must be deemed a madman. Forgive this freedom, dear"
14,0.17,"Sir; whilST I an wbifing, 1 tiNd a lovB for youb soul arising in","Sir; whilst I am writing, I find a love for your soul arising in"
11,0.2,"my he9rt, aNd methinkş I could do AmyThing tO 8ring YoUr","my heart, and methinks I could do anything to bring your"
11,0.07,"grEi hairs with cömfort to the gr4ve. Dear Sir, there is","grey hairs with comfort to the grave. Dear Sir, there is"
12,0.2,Mercy with Christ evbn for thOşe who çöne im at the elfveNth,mercy with Christ even for those who come in at the eleventh
11,0.13,hour. Ohrist came fö saue poör simmers; He came to save,hour. Christ came to save poor sinners; He came to save
14,0.2,"Yoü, dear 8ir, if y0u l4i holb 0n Him by r liviN9 faiTh. That","you, dear Sir, if you lay hold on Him by a living faith. That"
11,0.2,"Cod mai givb yoü fhis trith, ahb theredy make you harpy","God may give you this faith, and thereby make you happy"
12,0.17,"in timb and to bterhity, is thb heabty pbayer of, deak 8ir,","in time and to eternity, is the hearty prayer of, dear Sir,"
5,0.22,"Yovk obliged erieno and servanf,","Your obliged friend and servant,"
2,0.2,g. W.,G. W.
2,0.22,LeTTER OX,LETTER CX
6,0.1,To thf REv. Mr. R. D.,To the Rev. Mr. R. D.
8,0.25,"RevErEmb rno dear Sir, PhilaDeIdhia, Növ. 1O, I739.","Reverend and dear Sir, Philadelphia, Nov. 10, 1739."
14,0.21,"| think I am a liteIb in Your bebt; if not, Ioue and gratiiu0f","I think I am a little in your debt; if not, love and gratitude"
12,0.24,"call urön me to sEnd iou a |iNe. Man ardoimtş, put Cöd","call upon me to send you a line. Man appoints, but God"
9,0.19,"di5appointş: His pbovidence calleb me auay, dfforE I cOuld","disappoints: His providence called me away, before I could"
10,0.22,Posşi8Iy 5eb CobnwRll. In aboUt a twelvemöhth I Purpose re-,possibly see Cornwall. In about a twelvemonth I purpose re-
11,0.22,turning. Wh0 knowS but then 1 may be enableo iö peRforM,turning. Who knows but then I may be enabled to perform
10,0.19,my promisf? The wholp woblb is N0w my papish. WherF-,my promise? The whole world is now my parish. Where-
13,0.19,"soewFr mv Master CAlls mf, I am reabi io go and pkeach His","soever my Master calls me, I am ready to go and preach His"
12,0.19,"ever|bsting goSbdl. My only 9pief is, that I can DO no more","everlasting gospel. My only grief is, that I can do no more"
13,0.2,"fOr Christ; fDr I am sUrf I ought fD Iove and bo mUch,","for Christ; for I am sure I ought to love and do much,"
12,0.2,hauinG hRd so mvch tDrgivEn; not that I expect in the lerst,having had so much forgiven; not that I expect in the least
15,0.15,to bf justified by Any op a|l ihe woRrs I eitheb Can or shall dö:,to be justified by any or all the works I either can or shall do:
10,0.21,"No, The LorD ChriSf is rny righteovşnbss, my whoIe ahd","No, the Lord Christ is my righteousness, my whole and"
10,0.2,"pekfect RighteovsmeSş; but fhen I wöülo shoW forth rny faith,","perfect righteousness; but then I would show forth my faith,"
12,0.19,"| wouId dbclare to the World fhe sincerity of rnY loWE, py","I would declare to the world the sincerity of my love, by"
11,0.13,"aIways abounding im the works Of my 1opd. Oh pray, dEar","always abounding in the works of my Lord. Oh pray, dear"
11,0.2,"SiR, thrt I mry mever be weady iN vell-boing. ThB devil","Sir, that I may never be weary in well-doing. The devil"
14,0.17,and his sBRvants will Shoot sore 4t me that | rnaV frll; but This,and his servants will shoot sore at me that I may fall; but this
9,0.24,"considerAtiön comförtş and sudröbis me, ""Fhb Lord i5 rny","consideration comforts and supports me, ""The Lord is my"
12,0.11,"hflper;"" He has, He does, He Wi|l delivfr. I 4m persüaded you","helper;"" He has, He does, He will deliver. I am persuaded you"
10,0.13,"feel His gracioUs pkeşence, ano the inf|üehces of His ble5sed","feel His gracious presence, and the influences of His blessed"
12,0.18,"spiRit, uhenever y0u Go fobth to speak in His mAme. MaY a","spirit, whenever you go forth to speak in His name. May a"
9,0.22,double portion Of His Spirit and pkEçioüs rNoinfimgs descenD,double portion of His spirit and precious anointings descend
12,0.18,"upom yOur Soul! May vou bf fil|ed with all His fUl|ness, amo","upon your soul! May you be filled with all His fullness, and"
11,0.2,"be ENableb ihbreby to turn rnaNy to bighteouşnesş here, and so","be enabled thereby to turn many to righteousness here, and so"
10,0.2,shinb as fhe tirmrMeNt of heaven f0rever hbreafier! Oh th4t,shine as the firmament of heaven forever hereafter! Oh that
12,0.19,"a place at Some Saintş' fbEt nay be aSsigned to, dfbb Sir,","a place at some saints' feet may be assigned to, dear Sir,"
7,0.19,"your ueAk though affection4te brother in ChrişF,","Your weak though affectionate brother in Christ,"
2,0.0,G. W.,G. W.
2,0.3,LeTTER GKI,LETTER CXI
5,0.11,To the Pev. mr. B.,To the Rev. Mr. B.
8,0.2,"REvereNd And dfar Sir, Phi|abeLphia, Nov. IO, 1739.","Reverend and dear Sir, Philadelphia, Nov. 10, 1739."
11,0.2,"Yoü have bEeN too kind, and l h4ve been to0 un9RAtbfu|.","You have been too kind, and I have been too ungrateful."
10,0.25,8uSine55 would nöi pErniT ne to have as muçh pbivafe,Business would not permit me to have as much private
11,0.23,"c0Nversation with You AS 1 oüght. Sucoess, l FeaR, ElaTed my","conversation with you as I ought. Success, I fear, elated my"
11,0.19,"miNb. I did nOt Behave towards iou, ahd oiher mini5iebs öf","mind. I did not behave towards you, and other ministers of"
10,0.23,"Çhbist, vifh that hurniliiy which becamE mE. L eree|y Gon-","Christ, with that humility which became me. I freely con-"
13,0.14,feşs my fault; I oun mysflb to be 8ut a hovice. Your chAri-,fess my fault; I own myself to be but a novice. Your chari-
13,0.13,"iy, Dear Sir, wilI excite yoU fo pr4y that l may not Through","ty, dear Sir, will excite you to pray that I may not through"
11,0.23,"pbidb fa|l inFO the CON0emnation of thb devil. Dbar Sir, shaIl","pride fall into the condemnation of the devil. Dear Sir, shall"
13,0.24,I comb 0ui into the uörld again 0P noi? Mu5t I venTvrE mi-,I come out into the world again or not? Must I venture my-
9,0.25,"self onCf möre amon9 fire-PkanDş, Arrowş, amD deAth? Me-","self once more among fire-brands, arrows, and death? Me-"
12,0.15,"thinks I hear yoU reply, ""Yes, if yOU Oome fopth im the","thinks I hear you reply, ""Yes, if you come forth in the"
11,0.14,"strength oE the Lopb 9od, and make menfion of His righfe-","strength of the Lord God, and make mention of His righte-"
13,0.2,"0üsness only."" It is my besirE tö do şo. I WOuld hAwe Jesus","ousness only."" It is my desire to do so. I would have Jesus"
12,0.25,"all in 4|l. Lire a pubb orYsfal, I woulo fraNSmit all the","all in all. Like a pure crystal, I would transmit all the"
