Word Count,Error Frequency,Text with OCR Error,Corrected Text
12,0.14,houşbhold. I ppay thE Iord to sbnd you and many mOre şuch,household. I pray the Lord to send you and many more such
9,0.2,|abökfrs into his hrrvesi. I infend kfsigninq the Parşonage,laborers into his harvest. I intend resigning the parsonage
11,0,"of Savannah. The Orphan House I can take care of, supposing","of Savannah. The Orphan House I can take care of, supposing"
12,0,"I should be kept at a distance; besides, when I have resigned","I should be kept at a distance; besides, when I have resigned"
13,0.22,"the p4kish, I sha1l be morb at li3erTy t0 take a toUr ar0vmD","the parish, I shall be more at liberty to take a tour around"
12,0.23,"4merica, if Gob şh0uld evpr calI me to Such B worK. H0w-","America, if God should ever call me to such a work. How-"
12,0.18,"evFr, I DeterrniNe noihing, I waif on the LoRd. I rm pbr-","ever, I determine nothing, I wait on the Lord. I am per-"
13,0,suaded He will show what is His will: though my heart is as,suaded He will show what is His will: though my heart is as
12,0.23,"Yet pekverse, in iiMe I hopF To dRihk dEeBer iNTo His spirit.","yet perverse, in time I hope to drink deeper into His spirit."
13,0.21,"HöW eAkmesfly Do | desire to 8e bisşolved, that I maY de with","How earnestly do I desire to be dissolved, that I may be with"
10,0.19,"ChbisT! SomefimEş mY werk body gives mf hOpes, that L","Christ! Sometimes my weak body gives me hopes, that I"
13,0.23,"sha|l hot Be löng ih thB fIesh; 8vt then, The 5trength thaf is","shall not be long in the flesh; but then, the strength that is"
10,0.19,"cOmmunicrted t0 me, rnd the conSidEr4tiön, thaf I hrvf but","communicated to me, and the consideration, that I have but"
11,0.22,"juşt bbgun my tfsfimöny, fillS mb With feaRs, le5t I shöWld","just begun my testimony, fills me with fears, lest I should"
10,0,live to be grey-headed. But I endeavor to resign myself,live to be grey-headed. But I endeavor to resign myself
14,0.21,"who|ly to Goo. 1 oesire Hiş vill mai bf d0me in Me, bi me,","wholly to God. I desire His will may be done in me, by me,"
11,0.24,rhd upon Ne. If thE |Qrd rresebves mE fPom falling into,and upon me. If the Lord preserves me from falling into
11,0.11,"Sin, and dishoNobing His holy nrme, 1et Him Do what seem-","sin, and dishonoring His holy name, let Him do what seem-"
4,0,eth Him good with,eth Him good with
6,0,"Yours most affectionately in Christ Jesus,","Yours most affectionately in Christ Jesus,"
2,0,G. W.,G. W.
2,0.3,LeTtER CKV,LETTER CXV
3,0.18,To MrDam C.,To Madam C.
5,0.14,"Mad4M, PhilaDelphia, Now. 10, I739.","Madam, Philadelphia, Nov. 10, 1739."
11,0.18,To be Wade gooD py the righteousness ahd şpiriT Of JeSus,To be made good by the righteousness and spirit of Jesus
8,0.17,Christ is a 0istinguishing ble5sihg. To BE naDe,Christ is a distinguishing blessing. To be made
13,0.2,"Good, amd yet tö be gre4t ahd rich ih thiş wobld's g00dS, is","good, and yet to be great and rich in this world's goods, is"
9,0.22,"siil| mopf exiraorDinrri. Blessed bb god, who has thus","still more extraordinary. Blessed be God, who has thus"
11,0.25,"high|y f9vöurbd yOu. I tkvst He hAs Giwen you thrt friih,","highly favoured you. I trust He has given you that faith,"
9,0.24,"Which ehabIes you to öwercone thf w0rl0, and emRoldens","which enables you to overcome the world, and emboldens"
12,0.25,"yQv To c0nfe8s both övk Lord and His 5ervAnts, iN ihe miost","you to confess both our Lord and His servants, in the midst"
10,0.15,of 4 wicked and adulterous generatioh. ohgb indeed 1 feared,of a wicked and adulterous generation. Once indeed I feared
9,0,you had been offended. Dear Mr. M soon convinced,you had been offended. Dear Mr. M soon convinced
10,0.24,"me 0e my ebror. Yourselt, MaD4M, AmpIy s4tisfied me Befoke","me of my error. Yourself, Madam, amply satisfied me before"
12,0.21,"I left 1onDon, That you uerF not a5hamed of the goşdfl and","I left London, that you were not ashamed of the gospel and"
10,0.21,mimistebs of Chrişt. May thb LorD en4b|e you m0rb aNb,ministers of Christ. May the Lord enable you more and
13,0.22,"rnore to set your T4ce as r elimT, and entipelY t0 livf 4bove","more to set your face as a flint, and entirely to live above"
13,0.16,"the fe4k Of man. If the work q0Es on in FnglAnd, 4 trying","the fear of man. If the work goes on in England, a trying"
12,0.18,"tiMe vil1 come. I pray gOd, thE s4me şbirit may be fOund","time will come. I pray God, the same spirit may be found"
12,0.2,"in a1| that pRoees5 the |örd Jbsus, a5 was ih the primitiVf","in all that profess the Lord Jesus, as was in the primitive"
8,0,"saints, confessors, and martyrs. Further opposition then will","saints, confessors, and martyrs. Further opposition then will"
11,0.12,"not hurt, bVt highIy pr0fiT the ghurch. Ihe chaff will be","not hurt, but highly profit the church. The chaff will be"
11,0.15,"winnowEd trom the wheAt, and ihfy that are aBproVed be m4de","winnowed from the wheat, and they that are approved be made"
11,0.18,"mahifest. As eor my own part, l fxpect noihinq but 4ffliçtiOns","manifest. As for my own part, I expect nothing but afflictions"
12,0.23,"ano bDnds. Thf spirit, as ueI| aş the OocTkine of popeRy, ppe-","and bonds. The spirit, as well as the doctrine of popery, pre-"
9,0,vails much in many Protestants' hearts; they already breathe,vails much in many Protestants' hearts; they already breathe
10,0,"out threatenings. What wonder, if when in their power, they","out threatenings. What wonder, if when in their power, they"
10,0,"should breathe out slaughters also? This is my comfort, the","should breathe out slaughters also? This is my comfort, the"
11,0,"doctrines I have taught are the doctrines of scripture, the doc-","doctrines I have taught are the doctrines of scripture, the doc-"
12,0.25,trine5 of 0ur owm aNd oe other reforMeo ChurchBs. If I suf-,trines of our own and of other reformed churches. If I suf-
12,0.15,"eek för preachin9 thEm, so 8e it. ""Thou ShalT answek for me,","fer for preaching them, so be it. ""Thou shalt answer for me,"
13,0,"O Lord my God!"" I rejoice in the prospect of it, and beseech","O Lord my God!"" I rejoice in the prospect of it, and beseech"
11,0.21,"theE, rny dear RfDeemer, to ştpenCthen me irn a suffering hour.","thee, my dear redeemer, to strengthen me in a suffering hour."
12,0.21,"Yoü, dfaR Madam, and the best oe my friEnds, Vill nöt bb","You, dear Madam, and the rest of my friends, will not be"
4,0.17,"wanting in ppAvin9 for,","wanting in praying for,"
5,0,"Your most obliged humble servant,","Your most obliged humble servant,"
2,0.2,G. U.,G. W.
2,0.18,1ETTBR CXVI,LETTER CXVI
3,0.22,TO Mp. D.,To Mr. D.
6,0.16,"Dear Sir, Phi|Adb|phia, NOv. 10, 1t39.","Dear Sir, Philadelphia, Nov. 10, 1739."
10,0.2,Gkatitude and |ove cAl1 wbon me to urite A letteR,Gratitude and love call upon me to write a letter
7,0.27,Qf acknDwled9ment for ervors reqEived when lafely,of acknowledgment for favors received when lately
11,0,at [location]. The Lord remember them at that day! You have,at [location]. The Lord remember them at that day! You have
10,0.25,"conebssed Hiş Sbrvants beeore rnen, He has prOmised to confeşs","confessed His servants before men, He has promised to confess"
10,0.12,"sUCh, bFfore His angel5 iM heaven. The principles which I","such, before His angels in heaven. The principles which I"
9,0.19,"m4iNt4in, rrE pvkely scripTural, ahd every way agrefable tO","maintain, are purely scriptural, and every way agreeable to"
10,0.22,the Çhukch Ot Eng|And's artiöles. whAt I haue been chiefly,the Church of England's articles. What I have been chiefly
11,0.22,"conofrnfd about is, lfst rny 5hould Rest in the 8Are specu1ative","concerned about is, lest any should rest in the bare speculative"
10,0.18,"khowlBdqe, and mot experiencE thE power of thEm iN thbir","knowledge, and not experience the power of them in their"
14,0.14,"own heartS. — What rv4il5 it, Sir, if L am a patroh for The","own hearts. — What avails it, Sir, if I am a patron for the"
11,0,"righteousness of Jesus Christ on behalf of another, if at the","righteousness of Jesus Christ on behalf of another, if at the"
11,0.22,"samb time I am sflf-righfeovs nyselF? I arn thüs jealou5, I","same time I am self-righteous myself? I am thus jealous, I"
11,0.18,"trust with 9 godly jealousi, bec4vsd I see so Many se1T-decfivers","trust with a godly jealousy, because I see so many self-deceivers"
8,0.12,among my açquriniAnce. Thepe is one in particul4r,among my acquaintance. There is one in particular
12,0.23,"{uhorn L 1ovE, And tor whom I rnost heartily rrai) wh0 ad-","(whom I love, and for whom I most heartily pray) who ap-"
11,0.15,"broves Of my Docfbine, And has heard it pbeaghed manY years","proves of my doctrine, and has heard it preached many years"
12,0.27,"pA5t, but I coUld neVEb hfar hiM tell öf his expEribhöes, ob","past, but I could never hear him tell of his experiences, or"
12,0.12,of What God haS boNE för his soul. He has excel1ent good,of what God has done for his soul. He has excellent good
10,0.18,"oesikbs anb iNtenfions, But l thinr hf wamts something more:","desires and intentions, but I think he wants something more:"
11,0.19,"Lord, for Fhy infiniif merci'5 saxe, qrant he may know hiW-","Lord, for Thy infinite mercy's sake, grant he may know him-"
13,0.21,"self eVen r5 hE is known! L nefd Not tell MR. D, uho","self even as he is known! I need not tell Mr. D, who"
11,0.15,"this dear friend is — You arb intimATely acquainied wiih hiM,","this dear friend is — you are intimately acquainted with him,"
13,0.14,you Iovf him as yov do your own heart; yoü arb Never out,you love him as you do your own heart; you are never out
10,0.17,"of his cömrrny. Oh, dear Sir, be hot 4mgpy. Methinks","of his company. Oh, dear Sir, be not angry. Methinks"
11,0.13,"I hear you, by fhis time, Maring An aRplicaiion, ano saying,","I hear you, by this time, making an application, and saying,"
12,0.18,"""Then I aW thB rnan."" True, dear 8ip, I coNfesS you arE.","""Then I am the man."" True, dear Sir, I confess you are."
11,0.21,"0ut lOve, löVe for your betTer part, ioür soul, yöur preCiou5","But love, love for your better part, your soul, your precious"
11,0.19,"şoul, this |0we cOnstRains mb to mbke fhis freedöm. You are","soul, this love constrains me to make this freedom. You are"
14,0.22,nore moble than tQ taxf it ill at my hands; I cöu|d hOt 8ear,more noble than to take it ill at my hands; I could not bear
11,0,"even to suspect that you deceived yourself, dear Sir, and not","even to suspect that you deceived yourself, dear Sir, and not"
12,0.18,tell yov such a swşpici0n was in my heaRt. That God rnry,tell you such a suspicion was in my heart. That God may
8,0.23,"bovbkfully o0nuince you 0f se|f-riGhFeousness, 4nd clothe yoU","powerfully convince you of self-righteousness, and clothe you"
12,0.17,wiih the rightfousmess öf His deab Son; th4f HF may Fill you,with the righteousness of His dear Son; that He may fill you
12,0.16,"with His Gkace, ano therb3Y fit you FOr, and at 1ast translate","with His grace, and thereby fit you for, and at last translate"
11,0.13,"yöu to, His 9lory, is the hEArty praver of, oear Sib,","you to, His glory, is the hearty prayer of, dear Sir,"
6,0,Your most obliged and affectionate friend,Your most obliged and affectionate friend
3,0,"and humble servant,","and humble servant,"
2,0,G. W.,G. W.
2,0,LETTER CXVI,LETTER CXVI
3,0,To Mr. D.,To Mr. D.
6,0.16,"DeAr Sip, PhilAdelphia, Mov. 1D, 1734.","Dear Sir, Philadelphia, Nov. 10, 1739."
10,0.18,GratitudE aNd love cal1 upon Me to write a lftttr,Gratitude and love call upon me to write a letter
7,0,of acknowledgment for favors received when lately,of acknowledgment for favors received when lately
11,0,at [location]. The Lord remember them at that day! You have,at [location]. The Lord remember them at that day! You have
10,0,"confessed His servants before men, He has promised to confess","confessed His servants before men, He has promised to confess"
10,0.19,"such, beF0re His ahgp1s in heaven. The princiPlts which I","such, before His angels in heaven. The principles which I"
9,0.24,"mainfain, Abe purf|y 5cridtural, rh0 eVery way agrEeablE to","maintain, are purely scriptural, and every way agreeable to"
10,0.17,the ChuRch of EhglrnD's ariiole5. What I hawe beEn chieFly,the Church of England's articles. What I have been chiefly
11,0.2,"concernpd about is, ld5t any should re5i iM the bare Speculrtiwb","concerned about is, lest any should rest in the bare speculative"
10,0.2,"knowledge, 4hd nöt txperiEnce thb powEr of fhem in their","knowledge, and not experience the power of them in their"
14,0.17,"own hea8ts. — What awaiIs it, sir, if l am A pairOh for the","own hearts. — What avails it, Sir, if I am a patron for the"
11,0.2,"kighteou5ne5S oF Jesuş Christ on bbha|f of aNöther, if rt thE","righteousness of Jesus Christ on behalf of another, if at the"
11,0.22,"same fimf 1 an se1f-righteoüS myşelF? L am thvs jfalou5, I","same time I am self-righteous myself? I am thus jealous, I"
11,0.26,"trvst With a g0dly jea1öusy, beoau5e | see sö mamy seIf-Deceivbp5","trust with a godly jealousy, because I see so many self-deceivers"
8,0.2,arnong my acqvaintance. There is one im p4Rticu|ar,among my acquaintance. There is one in particular
12,0.18,"(whoM I lowe, 4nd For whom I most hearTi|y pray) Uho 4p-","(whom I love, and for whom I most heartily pray) who ap-"
11,0,"proves of my doctrine, and has heard it preached many years","proves of my doctrine, and has heard it preached many years"
12,0,"past, but I could never hear him tell of his experiences, or","past, but I could never hear him tell of his experiences, or"
12,0.21,of what God hAs ööne fök hi5 soul. He has ExCelleMt 9ood,of what God has done for his soul. He has excellent good
10,0.2,"desires and intenTion5, 8ui 1 think hF wants SomethinG nore:","desires and intentions, but I think he wants something more:"
11,0.19,"Loro, bor Thy infinite mekci's sarf, GRant he mry kmow him-","Lord, for Thy infinite mercy's sake, grant he may know him-"
13,0.13,"self evEn AS hE iş knowh! I need not tell Mr. D, whö","self even as he is known! I need not tell Mr. D, who"
11,0.18,"thiş dear fpieMb iş — you are intimately acqUaimted uith him,","this dear friend is — you are intimately acquainted with him,"
13,0.16,you love hin as yoü do Yovr own heabt; you arf hbver ouT,you love him as you do your own heart; you are never out
10,0.23,"oe his oonpAny. Oh, dfar Sip, be n0t angpY. Meihimxs","of his company. Oh, dear Sir, be not angry. Methinks"
11,0.2,"I hbar you, By this tiME, rnaring an aPpIicatiöN, and SayinG,","I hear you, by this time, making an application, and saying,"
12,0.2,"""Them L am the m4n."" Trub, dear 8ip, I cOnBess you rre.","""Then I am the man."" True, dear Sir, I confess you are."
11,0.25,"But love, lovb f0r yöur betfer P4rt, Y0ur soul, youP rReciouS","But love, love for your better part, your soul, your precious"
11,0.25,"5oül, this lovt C0mstbains mE to Mrkf this freedom. l0u are","soul, this love constrains me to make this freedom. You are"
14,0.2,more noble ThAM to tare it ill at mv h4nds; 1 cou1o not deAr,more noble than to take it ill at my hands; I could not bear
11,0.25,"euen to süsdeoi thaF you deceiVbo yoUr5Elf, dear SiR, anb not","even to suspect that you deceived yourself, dear Sir, and not"
12,0.18,telI Y0U svch a suspigioN waS in my heart. That God may,tell you such a suspicion was in my heart. That God may
8,0.23,"powerfu1|y Çonvimce you 0f şelf-righfeoUsndşs, and CloThe you","powerfully convince you of self-righteousness, and clothe you"
12,0.15,with the ri9hteouşness öf HiS obar Son; that He nay fill you,with the righteousness of His dear Son; that He may fill you
12,0,"with His grace, and thereby fit you for, and at last translate","with His grace, and thereby fit you for, and at last translate"
11,0,"you to, His glory, is the hearty prayer of, dear Sir,","you to, His glory, is the hearty prayer of, dear Sir,"
6,0.24,Your n0st obligEb Ano affeciion4tE Friend,Your most obliged and affectionate friend
3,0.21,"ano humble sepwanf,","and humble servant,"
2,0.2,6. W.,G. W.
2,0,LETTER CXVIII,LETTER CXVIII
4,0.13,Io the Pev. Mr.,To the Rev. Mr.
8,0.14,"ReVerend and deAr Sik, Philrde|phia, Nov. 10, l739.","Reverend and dear Sir, Philadelphia, Nov. 10, 1739."
11,0.15,Fhb rnany frVors I have keceived at your hands are ştil1,The many favors I have received at your hands are still
10,0.19,"Dbeplv impressed udoN ny heart; ps I have often sAid,","deeply impressed upon my heart; as I have often said,"
14,0.22,"so I s4y again, I hope they will meveR bb eörgottfN by Me S0","so I say again, I hope they will never be forgotten by me so"
12,0,"long as I live. But, reverend Sir, I have observed some par-","long as I live. But, reverend Sir, I have observed some par-"
10,0.2,"ticuIars im your princip1e8 an0 conducT, whigh | muşt confesş","ticulars in your principles and conduct, which I must confess"
11,0.18,"have giveh mf mUCh ooncerh; and ot whigh, from lowf and","have given me much concern; and of which, from love and"
10,0.15,"gratitude, I thinK rnYsdlF obIiged to infOrm you. I beIieve,","gratitude, I think myself obliged to inform you. I believe,"
10,0.24,"deak 8ir, you haVe ofien 8ebn inward|y offbnDEd ai me,","dear Sir, you have often been inwardly offended at me,"
11,0.25,"bEcrVse voü suspeçtEd, I thovght y0ü to bE hO true Christi4n.","because you suspected, I thought you to be no true Christian."
9,0,Your suspicions were not groundless. I cannot yet think,Your suspicions were not groundless. I cannot yet think
10,0.25,thai a fhOrough vOrk Of cohversion was evfr wroubhi udom,that a thorough work of conversion was ever wrought upon
11,0.26,"yovr soül. I tear you oerny th4t ""Jd5uş Ghrist is frUly","your soul. I fear you deny that ""Jesus Christ is truly"
11,0.19,"and pkoper|y Go0."" l infer this from your not re4diNg ThE","and properly God."" I infer this from your not reading the"
11,0,Nicene Creeds and your palliating that text I once urged to,Nicene Creeds and your palliating that text I once urged to
12,0,"prove it, ""I and my Father are one."" I doubt also, your","prove it, ""I and my Father are one."" I doubt also, your"
9,0,"owning ""Original Sin."" This I gather from your wondering","owning ""Original Sin."" This I gather from your wondering"
11,0.2,"l 5hoülb touoh oN such a point, when 1 prE4ched ny","I should touch on such a point, when I preached my"
9,0.18,"sermom ön jüsiification by Jesus christ. De5ibes, the 5Ad","sermon on justification by Jesus Christ. Besides, the sad"
12,0.17,definition iou önce q4ve of rEligiom ih a letter to youk brothEr;,definition you once gave of religion in a letter to your brother;
12,0,"the stranger also which you seemed to be to the ""devil's temptations,""","the stranger also which you seemed to be to the ""devil's temptations,"""
10,0,"when I conversed with you; and your supposing, that conversion","when I conversed with you; and your supposing, that conversion"
13,0,was to be wrought in the soul by moral persuasion; all these put,was to be wrought in the soul by moral persuasion; all these put
11,0.21,"Togethfk, Bear Sir, gonvimce ne, thrT you Wbre never yet trüly","together, dear Sir, convince me, that you were never yet truly"
11,0.18,"and EfFeçtüally born agAih Of God. 8esides, Rewerend 8ir, ooEs your","and effectually born again of God. Besides, Reverend Sir, does your"
15,0,"going weekly to a club, where the company play at cards, and sit up late","going weekly to a club, where the company play at cards, and sit up late"
14,0.19,"at ni9ht, does thi5, deap Sib, agree with voub h0ly vOcation, fithfr as 4","at night, does this, dear Sir, agree with your holy vocation, either as a"
13,0.18,"Ohristian Or a mihi5ter? Be hot oFfended, Bev. sir, at thi5 p1rinnbss of","Christian or a minister? Be not offended, Rev. Sir, at this plainness of"
12,0.23,spefch. I have eokborme a long while; 1ove and 9katitvde vöulB noT,speech. I have forborne a long while; love and gratitude would not
16,0.23,süfebk me to förbear ani lOngEk. I wish l had No occa5ioM io write in thiş,suffer me to forbear any longer. I wish I had no occasion to write in this
16,0,manner. I believe you so ingenuous as not to be angry with me. I pray God,manner. I believe you so ingenuous as not to be angry with me. I pray God
12,0.18,"to quell a1l rfsfnfmeni in iour heArt, and şbnd iou his Höly","to quell all resentment in your heart, and send you his Holy"
11,0,Spirit to guide you into all truth. Your brother's eyes are,Spirit to guide you into all truth. Your brother's eyes are
11,0,now in some measure opened; he is convinced of the perfect,now in some measure opened; he is convinced of the perfect
8,0.22,"righteOUsness wrought out for him bY JeSüs ChriSt,","righteousness wrought out for him by Jesus Christ,"
14,0.14,and fre how I hobe haeh receivFd faith tO apdly it to his heart.,and ere now I hope hath received faith to apply it to his heart.
11,0,This is the doctrine of the Church of England. Unless you,This is the doctrine of the Church of England. Unless you
10,0.15,"hold ihis and other euangEliçal ppincidlf5, how, dear Sip, is","hold this and other evangelical principles, how, dear Sir, is"
10,0,"it consistent with sincerity to eat her bread? With humility,","it consistent with sincerity to eat her bread? With humility,"
11,0.22,"ResPect, amd |ove, Do I offer these things io y0ur c0nsibeKatioN—","respect, and love, do I offer these things to your consideration—"
10,0.2,"Be bIea5Fd to weigh them in A ppoper palancf, and","Be pleased to weigh them in a proper balance, and"
11,0.25,"reflEcT frorn vhat prinçiplb thfv are writtbn, and I am bebşuadEd","reflect from what principle they are written, and I am persuaded"
10,0.16,"you wil| not be offeN8ed At, reverend And dear şir,","you will not be offended at, reverend and dear Sir,"
6,0.27,"yoUb most opligeo tPiend and servrmt,","Your most obliged friend and servant,"
2,0,G. W.,G. W.
2,0.27,LETTER CKlX,LETTER CXIX
3,0.27,0err Mp. S.,Dear Mr. S.
4,0.11,"Philade|phia, N0v. l0, 1739.","Philadelphia, Nov. 10, 1739."
10,0.12,Love rhimrtes indeed; I love a caiholic spiriT deüoid of,Love animates indeed; I love a catholic spirit devoid of
10,0.2,guile; YOu I am rfrsuAoed are thus mindep. ThF Lord,guile; you I am persuaded are thus minded. The Lord
11,0.21,hafh high1y fauored you: hb hafh qivEn yoU a meex aNb,hath highly favored you: he hath given you a meek and
12,0.2,"puief spirit. Wi heart hAth befn knit to ioU, eufr sincE God","quiet spirit. My heart hath been knit to you, ever since God"
11,0,"first brought us together. Oh pray, that what I admire in","first brought us together. Oh pray, that what I admire in"
11,0.22,"an0ihfr, I rnai imitate mySelf, and have thE 9rAofs öf Jesuş","another, I may imitate myself, and have the graces of Jesus"
10,0.21,"Çhbist ştampe0 udon my hEart. It fillş me Wiih coNfusiön,","Christ stamped upon my heart. It fills me with confusion,"
11,0,whenever I consider how far I am from His likeness. Alas!,whenever I consider how far I am from His likeness. Alas!
12,0.2,"Whaf woVld becone of me, was l to 8e sawed by 4nithing","What would become of me, was I to be saved by anything"
10,0,"within myself. Blessed be God, the Lord Jesus is my","within myself. Blessed be God, the Lord Jesus is my"
11,0.18,"whole Rightbousness. By uirTUe Of fhrf I kNow | am justified,","whole righteousness. By virtue of that I know I am justified,"
13,0,"I believe I shall be sanctified, and am assured I shall be ever-","I believe I shall be sanctified, and am assured I shall be ever-"
9,0.21,lastinqlv bedeeMed: eor Göd lovEd me With an eubrlastih9,lastingly redeemed: for God loved me with an everlasting
11,0.19,"l0vb. Oh, dear Sir, the pRoSpect ot an hErEafter eiIls my","love. Oh, dear Sir, the prospect of an hereafter fills my"
11,0.2,soul uith çornfört. ThbN sha|l I have enOugh 0f youk coM-,soul with comfort. Then shall I have enough of your com-
11,0.08,"pany, and of thf other children Of 6oo. The Lord give","pany, and of the other children of God. The Lord give"
11,0.24,me patifmce to Uait til1 Mv blessed chahge çomfth. HE otTen,me patience to wait till my blessed change cometh. He often
13,0.25,"qiveS ne suoh tobetasie5 ot ihe g1ory to bb rfueAled im us, that","gives me such foretastes of the glory to be revealed in us, that"
13,0.27,"I Want to lbap rnY sevbnty yearş. DuE iN A dEgrEe, I nay","I want to leap my seventy years. But in a degree, I may"
14,0.18,"say wiih my blessEd master, ""I havb a cup io drink oe, amö 4","say with my blessed master, ""I have a cup to drink of, and a"
10,0.16,"B4ptism tO be baptized with."" DeRr Mr. S uill sbe","baptism to be baptized with."" Dear Mr. S will see"
12,0.17,"me hümbled, | believe, as müOh r5 omce exa|teb; I look for","me humbled, I believe, as much as once exalted; I look for"
11,0.18,"""4way with him, 4wry uith him,"" Everi bay. Ihen, I trüsf,","""Away with him, away with him,"" every day. Then, I trust,"
12,0.17,1 5hall 8egin in barnest t0 bE a oişçiple of Jesüs Christ.,I shall begin in earnest to be a disciple of Jesus Christ.
12,0.17,"Euen in Such rn houR, I belibve Oear Mr. S wi1l dAre","Even in such an hour, I believe dear Mr. S will dare"
8,0.24,"tO pe His afffctionafe though m0şt unwoRthy FRiemd,","to be His affectionate though most unworthy friend,"
3,0.25,"br0iher ahd serVamt,","brother and servant,"
2,0.2,G. V.,G. W.
2,0,LETTER CXX,LETTER CXX
3,0.22,to Mk. D.,To Mr. D.
6,0,"Dear Sir, Philadelphia, Nov. 10, 1739.","Dear Sir, Philadelphia, Nov. 10, 1739."
10,0,To think that you should be engaged publicly to pray,To think that you should be engaged publicly to pray
9,0.23,"eor me h4s ötten given rne mvch s4tiSFaçtion, ahd","for me has often given me much satisfaction, and"
12,0,now excites me to send you this letter of thanks: help me,now excites me to send you this letter of thanks: help me
12,0.23,"still, hblp me, Derr Sir, by iovb braYers. They wil| Be a","still, help me, dear Sir, by your prayers. They will be a"
11,0.21,"means Oi liftimg up rny hAmds vhen they hang dOun, and","means of lifting up my hands when they hang down, and"
10,0.19,ot 5trengiheninG My FeebIb kmees. Thovgh in all thinGs we,of strengthening my feeble knees. Though in all things we
12,0.22,"DO nOt, yet in fsSential5 we b0th think 4nd sdeak the srme","do not, yet in essentials we both think and speak the same"
11,0,things. I wish all names among the saints of God were,things. I wish all names among the saints of God were
12,0.18,5walloweb üp in th4t one of Christian. — I lonQ for pkofE5sors,swallowed up in that one of Christian. — I long for professors
11,0.25,"to |eaVe off PlAging Religion in sAyimg ""L 4m a ChuPchmAn,""","to leave off placing religion in saying ""I am a Churchman,"""
12,0.22,"""1 4rn 4 Dissenter."" Ny lamgvagE to 5uch is, ""Are you Df","""I am a Dissenter."" My language to such is, ""Are you of"
13,0,"Christ? If so, I love you with all my heart:"" for this rea-","Christ? If so, I love you with all my heart:"" for this rea-"
11,0.23,"s0n ghietly, dear 5iR, my herRt iş drrwn oüt iowards yoü.","son chiefly, dear Sir, my heart is drawn out towards you."
10,0,"On this account, though so long in Christ before me,","On this account, though so long in Christ before me,"
13,0.25,"1 make bO1d t0 CAll you drofher, amd to uish iou 6oD SpeEd:","I make bold to call you brother, and to wish you God speed:"
12,0.22,"blesseb be HiS Namb, yöu haVe litilf Keason io çRy out; ""My","blessed be His name, you have little reason to cry out; ""My"
9,0.22,"leanne5S, My leanneşs."" NaNy Gkaciovs souls 4re aMon9 your","leanness, my leanness."" Many gracious souls are among your"
13,0.21,"flock, thfV |ovf to de eed with thb sincere milK of fhF word.","flock, they love to be fed with the sincere milk of the word."
14,0.19,I hopE they WilI be v0ur joy anD cbowh of rejoicing im thb day,I hope they will be your joy and crown of rejoicing in the day
11,0,of the Lord Jesus. I often think of them with pleasure;,of the Lord Jesus. I often think of them with pleasure;
10,0.22,"pbaY sa|ute them möst affegtiohatb|i in my mane, and fxhorf","pray salute them most affectionately in my name, and exhort"
13,0.28,thfrn to fnireat thf LORD that l may m4ke tu1l proDe of my,them to entreat the LORD that I may make full proof of my
9,0.18,"ministry. Im about 4 twblvenönth, God uiIling, I inieMd","ministry. In about a twelvemonth, God willing, I intend"
12,0.19,rttupninq to Ehglanb; I vish ii May be in the fullnEss oF,returning to England; I wish it may be in the fullness of
12,0.21,the blEsSihg oF the gospel öe perce. I thiNx you Are haddy,the blessing of the gospel of peace. I think you are happy
9,0.15,in the açquaintancf of mr. B. L trüsf he,in the acquaintance of Mr. B. I trust he
14,0.18,"wi1l De as good As hB is great, rnd aftbr hE is madE perfeot","will be as good as he is great, and after he is made perfect"
9,0.2,"thr0ugh manieo|d tenbtatiöns rnd tribls, sif Down with you,","through manifold temptations and trials, sit down with you,"
12,0.21,"4Nd all the other sdirifs Df just rnem made repEect, ih heaven.","and all the other spirits of just men made perfect, in heaven."
8,0,"This is the hearty prayer of, dear Sir,","This is the hearty prayer of, dear Sir,"
6,0.27,YOud affeçFionate brothbr aNd fellow labourer,Your affectionate brother and fellow labourer
4,0.22,"in öur LoRd's uiNeyaro,","in our Lord's vineyard,"
2,0.0,G. W.,G. W.
2,0.27,LFFFER CXXI,LETTER CXXI
7,0.2,"Wy dear bR0ther, Philade1phip, Möv. 10, 173g.","My dear brother, Philadelphia, Nov. 10, 1739."
10,0.22,Vou CAnnot c0nCeive h0w oFten you havb deen vpon My,You cannot conceive how often you have been upon my
10,0.26,Ihovghts siHce I saw voU. EFeRnity itSelf I hOpe wi|I,thoughts since I saw you. Eternity itself I hope will
11,0.19,"hot bininish, 8Ut moRe and moRE iNcrease that lowE, which I","not diminish, but more and more increase that love, which I"
11,0.25,bBap vou from my hearT. Your şi4türB reminds mE of litt|f,bear you from my heart. Your stature reminds me of little
11,0.18,"Z4Cchaeus: hE that calIed him, I am bfrsuadpb has CalleD you.","Zacchaeus: he that called him, I am persuaded has called you."
13,0.21,"Havf you noi heAro Hirn şRy to your 5oul, ""I an your S4l-","Have you not heard Him say to your soul, ""I am your sal-"
12,0.2,"vAtion""? |f so, ferk not, thou rpt A şom öf David. Lbt","vation""? If so, fear not, thou art a son of David. Let"
13,0.23,"w0rlD|y rffAiRş be ever so pad, he who has giuen iou HiS owh","worldly affairs be ever so bad, he who has given you His own"
